REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2020/07/01 00:30:00,5487.61,35.36,TRADE
QLD1,2020/07/01 01:00:00,5345.91,33.83,TRADE
QLD1,2020/07/01 01:30:00,5288.44,33.69,TRADE
QLD1,2020/07/01 02:00:00,5195.46,28.97,TRADE
QLD1,2020/07/01 02:30:00,5138.46,22.97,TRADE
QLD1,2020/07/01 03:00:00,5100.05,20,TRADE
QLD1,2020/07/01 03:30:00,5118.79,13.60,TRADE
QLD1,2020/07/01 04:00:00,5090.05,17.60,TRADE
QLD1,2020/07/01 04:30:00,5180.19,20.73,TRADE
QLD1,2020/07/01 05:00:00,5287.24,24.95,TRADE
QLD1,2020/07/01 05:30:00,5490.02,24.84,TRADE
QLD1,2020/07/01 06:00:00,5701.27,22.98,TRADE
QLD1,2020/07/01 06:30:00,6088.2,34.01,TRADE
QLD1,2020/07/01 07:00:00,6324.68,47.76,TRADE
QLD1,2020/07/01 07:30:00,6574.52,53.54,TRADE
QLD1,2020/07/01 08:00:00,6631.66,46.74,TRADE
QLD1,2020/07/01 08:30:00,6511.31,34.72,TRADE
QLD1,2020/07/01 09:00:00,6262.83,28.24,TRADE
QLD1,2020/07/01 09:30:00,5983.05,22.39,TRADE
QLD1,2020/07/01 10:00:00,5685.62,23.02,TRADE
QLD1,2020/07/01 10:30:00,5486.12,2.10,TRADE
QLD1,2020/07/01 11:00:00,5301.59,5.51,TRADE
QLD1,2020/07/01 11:30:00,5223.36,22.67,TRADE
QLD1,2020/07/01 12:00:00,5219.97,18.67,TRADE
QLD1,2020/07/01 12:30:00,5233.6,18.49,TRADE
QLD1,2020/07/01 13:00:00,5233.52,16.66,TRADE
QLD1,2020/07/01 13:30:00,5353.38,23.85,TRADE
QLD1,2020/07/01 14:00:00,5497.64,31.49,TRADE
QLD1,2020/07/01 14:30:00,5601.29,25.96,TRADE
QLD1,2020/07/01 15:00:00,5776.45,34.39,TRADE
QLD1,2020/07/01 15:30:00,5957.74,32.63,TRADE
QLD1,2020/07/01 16:00:00,6195.14,38.40,TRADE
QLD1,2020/07/01 16:30:00,6414.65,33.02,TRADE
QLD1,2020/07/01 17:00:00,6744.39,42.47,TRADE
QLD1,2020/07/01 17:30:00,7058.31,47.49,TRADE
QLD1,2020/07/01 18:00:00,7326.41,60.01,TRADE
QLD1,2020/07/01 18:30:00,7320.79,53.18,TRADE
QLD1,2020/07/01 19:00:00,7308.47,44.55,TRADE
QLD1,2020/07/01 19:30:00,7214.07,44.15,TRADE
QLD1,2020/07/01 20:00:00,7112.71,38.85,TRADE
QLD1,2020/07/01 20:30:00,6985.71,37.76,TRADE
QLD1,2020/07/01 21:00:00,6808.3,35.54,TRADE
QLD1,2020/07/01 21:30:00,6593.67,35.91,TRADE
QLD1,2020/07/01 22:00:00,6381.08,32.90,TRADE
QLD1,2020/07/01 22:30:00,6257.55,34.36,TRADE
QLD1,2020/07/01 23:00:00,6122.44,29.81,TRADE
QLD1,2020/07/01 23:30:00,5870.99,30.65,TRADE
QLD1,2020/07/02 00:00:00,5662.57,31.37,TRADE
QLD1,2020/07/02 00:30:00,5466.14,32.53,TRADE
QLD1,2020/07/02 01:00:00,5316.23,28.42,TRADE
QLD1,2020/07/02 01:30:00,5237.12,29.86,TRADE
QLD1,2020/07/02 02:00:00,5179.24,27.19,TRADE
QLD1,2020/07/02 02:30:00,5131.33,27.76,TRADE
QLD1,2020/07/02 03:00:00,5084.48,10.86,TRADE
QLD1,2020/07/02 03:30:00,5060.69,11.31,TRADE
QLD1,2020/07/02 04:00:00,5095.13,15.38,TRADE
QLD1,2020/07/02 04:30:00,5159.78,11.33,TRADE
QLD1,2020/07/02 05:00:00,5266.01,23.82,TRADE
QLD1,2020/07/02 05:30:00,5497.01,21.30,TRADE
QLD1,2020/07/02 06:00:00,5704.25,11.38,TRADE
QLD1,2020/07/02 06:30:00,6082.67,26.73,TRADE
QLD1,2020/07/02 07:00:00,6384.72,45.07,TRADE
QLD1,2020/07/02 07:30:00,6607.33,43.67,TRADE
QLD1,2020/07/02 08:00:00,6536.87,37.53,TRADE
QLD1,2020/07/02 08:30:00,6436.76,37.01,TRADE
QLD1,2020/07/02 09:00:00,6211.78,31.25,TRADE
QLD1,2020/07/02 09:30:00,5996.63,30.60,TRADE
QLD1,2020/07/02 10:00:00,5738.01,28.39,TRADE
QLD1,2020/07/02 10:30:00,5465.49,16.23,TRADE
QLD1,2020/07/02 11:00:00,5279.56,2.90,TRADE
QLD1,2020/07/02 11:30:00,5158.54,15.22,TRADE
QLD1,2020/07/02 12:00:00,5095.76,16.42,TRADE
QLD1,2020/07/02 12:30:00,5121.98,22.36,TRADE
QLD1,2020/07/02 13:00:00,5126.73,18.71,TRADE
QLD1,2020/07/02 13:30:00,5221.51,22.03,TRADE
QLD1,2020/07/02 14:00:00,5290.61,24.74,TRADE
QLD1,2020/07/02 14:30:00,5374.82,-11.23,TRADE
QLD1,2020/07/02 15:00:00,5496.16,16.19,TRADE
QLD1,2020/07/02 15:30:00,5737.31,26.27,TRADE
QLD1,2020/07/02 16:00:00,5989.97,36.24,TRADE
QLD1,2020/07/02 16:30:00,6234.75,38.28,TRADE
QLD1,2020/07/02 17:00:00,6632.74,41.03,TRADE
QLD1,2020/07/02 17:30:00,6950.89,44.19,TRADE
QLD1,2020/07/02 18:00:00,7163.38,51.20,TRADE
QLD1,2020/07/02 18:30:00,7172.73,52.25,TRADE
QLD1,2020/07/02 19:00:00,7161.74,43.88,TRADE
QLD1,2020/07/02 19:30:00,7060.17,40.39,TRADE
QLD1,2020/07/02 20:00:00,7000.82,38.54,TRADE
QLD1,2020/07/02 20:30:00,6916.02,37.69,TRADE
QLD1,2020/07/02 21:00:00,6747.07,36.83,TRADE
QLD1,2020/07/02 21:30:00,6547.08,37.04,TRADE
QLD1,2020/07/02 22:00:00,6319.35,34.64,TRADE
QLD1,2020/07/02 22:30:00,6197.02,36.03,TRADE
QLD1,2020/07/02 23:00:00,6027.65,35.06,TRADE
QLD1,2020/07/02 23:30:00,5830.62,37.32,TRADE
QLD1,2020/07/03 00:00:00,5618.98,37.50,TRADE
QLD1,2020/07/03 00:30:00,5439.12,36.42,TRADE
QLD1,2020/07/03 01:00:00,5256.9,34.11,TRADE
QLD1,2020/07/03 01:30:00,5150.77,31.73,TRADE
QLD1,2020/07/03 02:00:00,5071.36,33.04,TRADE
QLD1,2020/07/03 02:30:00,5059.12,29.48,TRADE
QLD1,2020/07/03 03:00:00,5035.96,23.05,TRADE
QLD1,2020/07/03 03:30:00,5037.63,15.87,TRADE
