REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2020/10/01 00:30:00,5419.66,33.53,TRADE
QLD1,2020/10/01 01:00:00,5270.97,33.80,TRADE
QLD1,2020/10/01 01:30:00,5190.43,33.71,TRADE
QLD1,2020/10/01 02:00:00,5111.38,33.61,TRADE
QLD1,2020/10/01 02:30:00,5062.59,31.60,TRADE
QLD1,2020/10/01 03:00:00,5046.95,29.83,TRADE
QLD1,2020/10/01 03:30:00,5056.1,29.59,TRADE
QLD1,2020/10/01 04:00:00,5059.64,29.08,TRADE
QLD1,2020/10/01 04:30:00,5100.31,30.53,TRADE
QLD1,2020/10/01 05:00:00,5213.15,32.07,TRADE
QLD1,2020/10/01 05:30:00,5392.72,34.52,TRADE
QLD1,2020/10/01 06:00:00,5482.25,37.45,TRADE
QLD1,2020/10/01 06:30:00,5643.76,41.54,TRADE
QLD1,2020/10/01 07:00:00,5629.12,35.12,TRADE
QLD1,2020/10/01 07:30:00,5615.22,15.32,TRADE
QLD1,2020/10/01 08:00:00,5493.73,2.25,TRADE
QLD1,2020/10/01 08:30:00,5337.12,-0.98,TRADE
QLD1,2020/10/01 09:00:00,5135.01,-31.11,TRADE
QLD1,2020/10/01 09:30:00,4999.93,-10.54,TRADE
QLD1,2020/10/01 10:00:00,4878.53,0,TRADE
QLD1,2020/10/01 10:30:00,4751.97,0,TRADE
QLD1,2020/10/01 11:00:00,4724.04,-2.32,TRADE
QLD1,2020/10/01 11:30:00,4633.32,-30.76,TRADE
QLD1,2020/10/01 12:00:00,4741.31,-27.20,TRADE
QLD1,2020/10/01 12:30:00,4828.04,-5.44,TRADE
QLD1,2020/10/01 13:00:00,4853.49,-3.38,TRADE
QLD1,2020/10/01 13:30:00,4977.58,0,TRADE
QLD1,2020/10/01 14:00:00,5091.82,4.37,TRADE
QLD1,2020/10/01 14:30:00,5226.69,3.99,TRADE
QLD1,2020/10/01 15:00:00,5595.35,18.51,TRADE
QLD1,2020/10/01 15:30:00,6025.8,28.14,TRADE
QLD1,2020/10/01 16:00:00,6040.87,-4.60,TRADE
QLD1,2020/10/01 16:30:00,6291.45,18.86,TRADE
QLD1,2020/10/01 17:00:00,6583.43,31.50,TRADE
QLD1,2020/10/01 17:30:00,6684.76,33.93,TRADE
QLD1,2020/10/01 18:00:00,6868.4,42.04,TRADE
QLD1,2020/10/01 18:30:00,7042.88,134.41,TRADE
QLD1,2020/10/01 19:00:00,7102.48,185.73,TRADE
QLD1,2020/10/01 19:30:00,6934.08,55.26,TRADE
QLD1,2020/10/01 20:00:00,6812.58,45.82,TRADE
