REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2020/04/01 00:30:00,5710.84,48.67,TRADE
QLD1,2020/04/01 01:00:00,5604.44,51.50,TRADE
QLD1,2020/04/01 01:30:00,5511.97,49.06,TRADE
QLD1,2020/04/01 02:00:00,5419.03,46.53,TRADE
QLD1,2020/04/01 02:30:00,5406.11,38.32,TRADE
QLD1,2020/04/01 03:00:00,5374.89,38.04,TRADE
QLD1,2020/04/01 03:30:00,5370.63,36.32,TRADE
QLD1,2020/04/01 04:00:00,5352.18,34.79,TRADE
QLD1,2020/04/01 04:30:00,5405.77,39.16,TRADE
QLD1,2020/04/01 05:00:00,5457.24,42.64,TRADE
QLD1,2020/04/01 05:30:00,5555.04,42.40,TRADE
QLD1,2020/04/01 06:00:00,5663.65,44.70,TRADE
QLD1,2020/04/01 06:30:00,5933.06,45.96,TRADE
QLD1,2020/04/01 07:00:00,6023.95,44.39,TRADE
QLD1,2020/04/01 07:30:00,6098.54,36.95,TRADE
QLD1,2020/04/01 08:00:00,5982.92,26.27,TRADE
QLD1,2020/04/01 08:30:00,5910.84,26.78,TRADE
QLD1,2020/04/01 09:00:00,5843.54,22.42,TRADE
QLD1,2020/04/01 09:30:00,5760.04,13.07,TRADE
QLD1,2020/04/01 10:00:00,5762.35,21.93,TRADE
QLD1,2020/04/01 10:30:00,5851.49,30.06,TRADE
QLD1,2020/04/01 11:00:00,5881.77,39.13,TRADE
QLD1,2020/04/01 11:30:00,5852.64,41.68,TRADE
QLD1,2020/04/01 12:00:00,5889.05,44.31,TRADE
QLD1,2020/04/01 12:30:00,5950.99,36.57,TRADE
QLD1,2020/04/01 13:00:00,6010.73,39.01,TRADE
QLD1,2020/04/01 13:30:00,6084,47.22,TRADE
QLD1,2020/04/01 14:00:00,6242.28,48.31,TRADE
QLD1,2020/04/01 14:30:00,6375.4,48.55,TRADE
QLD1,2020/04/01 15:00:00,6534.31,49.82,TRADE
QLD1,2020/04/01 15:30:00,6662.74,59.31,TRADE
QLD1,2020/04/01 16:00:00,6851.39,55.73,TRADE
QLD1,2020/04/01 16:30:00,7093.29,51.12,TRADE
QLD1,2020/04/01 17:00:00,7318.07,130.76,TRADE
QLD1,2020/04/01 17:30:00,7417.51,74.17,TRADE
QLD1,2020/04/01 18:00:00,7463.72,151.31,TRADE
QLD1,2020/04/01 18:30:00,7604.03,69.95,TRADE
QLD1,2020/04/01 19:00:00,7629.39,58.24,TRADE
QLD1,2020/04/01 19:30:00,7413.11,50.33,TRADE
QLD1,2020/04/01 20:00:00,7252.07,47.19,TRADE
QLD1,2020/04/01 20:30:00,7108.7,49.32,TRADE
QLD1,2020/04/01 21:00:00,6878.78,43.94,TRADE
QLD1,2020/04/01 21:30:00,6716.72,48.52,TRADE
QLD1,2020/04/01 22:00:00,6504.57,41.38,TRADE
QLD1,2020/04/01 22:30:00,6434.24,50.56,TRADE
QLD1,2020/04/01 23:00:00,6249.08,44.43,TRADE
QLD1,2020/04/01 23:30:00,6043.26,45.54,TRADE
QLD1,2020/04/02 00:00:00,5843.7,41.58,TRADE
QLD1,2020/04/02 00:30:00,5700.73,47.14,TRADE
QLD1,2020/04/02 01:00:00,5580.03,44.78,TRADE
QLD1,2020/04/02 01:30:00,5475.4,38.08,TRADE
QLD1,2020/04/02 02:00:00,5420.41,35.52,TRADE
QLD1,2020/04/02 02:30:00,5378.51,37.30,TRADE
QLD1,2020/04/02 03:00:00,5351.42,37.88,TRADE
QLD1,2020/04/02 03:30:00,5346.51,37.54,TRADE
QLD1,2020/04/02 04:00:00,5338.55,37.65,TRADE
QLD1,2020/04/02 04:30:00,5383.96,40.78,TRADE
QLD1,2020/04/02 05:00:00,5460.14,42.77,TRADE
QLD1,2020/04/02 05:30:00,5603.4,45.65,TRADE
QLD1,2020/04/02 06:00:00,5776.33,50.87,TRADE
QLD1,2020/04/02 06:30:00,5986.7,50.25,TRADE
QLD1,2020/04/02 07:00:00,6095.67,48.57,TRADE
QLD1,2020/04/02 07:30:00,6097.82,41.77,TRADE
QLD1,2020/04/02 08:00:00,6094.94,37.73,TRADE
QLD1,2020/04/02 08:30:00,6073.02,37.90,TRADE
QLD1,2020/04/02 09:00:00,5980.1,35.81,TRADE
QLD1,2020/04/02 09:30:00,5995.9,44.95,TRADE
QLD1,2020/04/02 10:00:00,5961.23,42.28,TRADE
QLD1,2020/04/02 10:30:00,5899.14,43.75,TRADE
QLD1,2020/04/02 11:00:00,5920.22,46.59,TRADE
QLD1,2020/04/02 11:30:00,5918.74,47.25,TRADE
QLD1,2020/04/02 12:00:00,5935.53,48.84,TRADE
QLD1,2020/04/02 12:30:00,6007.39,47.57,TRADE
QLD1,2020/04/02 13:00:00,6147.31,50.55,TRADE
QLD1,2020/04/02 13:30:00,6271.56,52.42,TRADE
QLD1,2020/04/02 14:00:00,6344.36,50.67,TRADE
QLD1,2020/04/02 14:30:00,6494.06,56.14,TRADE
QLD1,2020/04/02 15:00:00,6657.41,59.08,TRADE
QLD1,2020/04/02 15:30:00,6827.59,56.50,TRADE
QLD1,2020/04/02 16:00:00,6975.88,63.41,TRADE
QLD1,2020/04/02 16:30:00,7084.2,54.59,TRADE
QLD1,2020/04/02 17:00:00,7308.76,62.47,TRADE
QLD1,2020/04/02 17:30:00,7393.76,61.88,TRADE
QLD1,2020/04/02 18:00:00,7511.14,64.36,TRADE
QLD1,2020/04/02 18:30:00,7646.03,65.65,TRADE
QLD1,2020/04/02 19:00:00,7676.6,63.93,TRADE
QLD1,2020/04/02 19:30:00,7478.52,56.56,TRADE
QLD1,2020/04/02 20:00:00,7381.76,55.69,TRADE
QLD1,2020/04/02 20:30:00,7256.97,57.45,TRADE
QLD1,2020/04/02 21:00:00,7016.46,50.57,TRADE
QLD1,2020/04/02 21:30:00,6816.39,56.19,TRADE
QLD1,2020/04/02 22:00:00,6598.88,51.77,TRADE
QLD1,2020/04/02 22:30:00,6498.93,53.73,TRADE
QLD1,2020/04/02 23:00:00,6339.94,50.96,TRADE
QLD1,2020/04/02 23:30:00,6134.08,53.02,TRADE
QLD1,2020/04/03 00:00:00,5957.18,51.99,TRADE
QLD1,2020/04/03 00:30:00,5809.34,51.22,TRADE
QLD1,2020/04/03 01:00:00,5645.77,50.05,TRADE
QLD1,2020/04/03 01:30:00,5577.23,47.22,TRADE
QLD1,2020/04/03 02:00:00,5492.94,39.23,TRADE
QLD1,2020/04/03 02:30:00,5431.18,38.35,TRADE
QLD1,2020/04/03 03:00:00,5395.67,37.46,TRADE
QLD1,2020/04/03 03:30:00,5371.48,37.69,TRADE
QLD1,2020/04/03 04:00:00,5347.09,37.85,TRADE
QLD1,2020/04/03 04:30:00,5413.23,37.53,TRADE
QLD1,2020/04/03 05:00:00,5517.18,38.94,TRADE
QLD1,2020/04/03 05:30:00,5661.89,49.27,TRADE
QLD1,2020/04/03 06:00:00,5750.78,50.55,TRADE
QLD1,2020/04/03 06:30:00,5970.48,46.28,TRADE
QLD1,2020/04/03 07:00:00,6120.1,50.65,TRADE
QLD1,2020/04/03 07:30:00,6147.21,41.24,TRADE
QLD1,2020/04/03 08:00:00,6098.43,38.34,TRADE
QLD1,2020/04/03 08:30:00,6049.53,35.91,TRADE
QLD1,2020/04/03 09:00:00,5983.33,34.46,TRADE
QLD1,2020/04/03 09:30:00,5902.15,37.25,TRADE
QLD1,2020/04/03 10:00:00,5866.32,37.69,TRADE
QLD1,2020/04/03 10:30:00,5845.36,38.98,TRADE
QLD1,2020/04/03 11:00:00,5815,37.28,TRADE
QLD1,2020/04/03 11:30:00,5916.99,38.29,TRADE
QLD1,2020/04/03 12:00:00,5960.76,38.58,TRADE
QLD1,2020/04/03 12:30:00,6031.97,37.93,TRADE
QLD1,2020/04/03 13:00:00,6119.68,38.18,TRADE
QLD1,2020/04/03 13:30:00,6263.05,38.84,TRADE
QLD1,2020/04/03 14:00:00,6385.08,38.96,TRADE
QLD1,2020/04/03 14:30:00,6531.32,40.38,TRADE
QLD1,2020/04/03 15:00:00,6668.21,45.48,TRADE
QLD1,2020/04/03 15:30:00,6863.93,48.81,TRADE
QLD1,2020/04/03 16:00:00,7202.48,59.90,TRADE
QLD1,2020/04/03 16:30:00,7351.05,51.24,TRADE
QLD1,2020/04/03 17:00:00,7518.62,64.10,TRADE
QLD1,2020/04/03 17:30:00,7574.39,122.61,TRADE
QLD1,2020/04/03 18:00:00,7542.87,75.08,TRADE
QLD1,2020/04/03 18:30:00,7635.16,71.50,TRADE
QLD1,2020/04/03 19:00:00,7665.65,64.25,TRADE
QLD1,2020/04/03 19:30:00,7502.2,52.37,TRADE
