REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2020/04/01 00:30:00,1439.31,48.09,TRADE
SA1,2020/04/01 01:00:00,1420.13,48.61,TRADE
SA1,2020/04/01 01:30:00,1331.09,47.31,TRADE
SA1,2020/04/01 02:00:00,1269,45.64,TRADE
SA1,2020/04/01 02:30:00,1196.86,38.22,TRADE
SA1,2020/04/01 03:00:00,1174.33,38.99,TRADE
SA1,2020/04/01 03:30:00,1149.4,37.86,TRADE
SA1,2020/04/01 04:00:00,1149.84,36.02,TRADE
SA1,2020/04/01 04:30:00,1144.03,42.48,TRADE
SA1,2020/04/01 05:00:00,1170.39,48.61,TRADE
SA1,2020/04/01 05:30:00,1201.18,47.65,TRADE
SA1,2020/04/01 06:00:00,1258.69,48.60,TRADE
SA1,2020/04/01 06:30:00,1326.5,49.96,TRADE
SA1,2020/04/01 07:00:00,1437.01,49.62,TRADE
SA1,2020/04/01 07:30:00,1476.18,48.50,TRADE
SA1,2020/04/01 08:00:00,1478.13,51.09,TRADE
SA1,2020/04/01 08:30:00,1464.27,53.71,TRADE
SA1,2020/04/01 09:00:00,1439.15,48.81,TRADE
SA1,2020/04/01 09:30:00,1341.82,54.08,TRADE
SA1,2020/04/01 10:00:00,1347.82,56.48,TRADE
SA1,2020/04/01 10:30:00,1355.29,53.74,TRADE
SA1,2020/04/01 11:00:00,1344.37,53.50,TRADE
SA1,2020/04/01 11:30:00,1299.26,62.18,TRADE
SA1,2020/04/01 12:00:00,1265.02,64.68,TRADE
SA1,2020/04/01 12:30:00,1302.61,63.24,TRADE
SA1,2020/04/01 13:00:00,1335.87,61.87,TRADE
SA1,2020/04/01 13:30:00,1322.7,57.49,TRADE
SA1,2020/04/01 14:00:00,1347.38,69.09,TRADE
SA1,2020/04/01 14:30:00,1313.71,74.97,TRADE
SA1,2020/04/01 15:00:00,1290.12,68.46,TRADE
SA1,2020/04/01 15:30:00,1295.21,68.43,TRADE
SA1,2020/04/01 16:00:00,1268.82,73.29,TRADE
SA1,2020/04/01 16:30:00,1277.41,66.39,TRADE
SA1,2020/04/01 17:00:00,1363.03,140.50,TRADE
SA1,2020/04/01 17:30:00,1464.12,79.28,TRADE
SA1,2020/04/01 18:00:00,1518.34,154.46,TRADE
SA1,2020/04/01 18:30:00,1512.84,70.60,TRADE
SA1,2020/04/01 19:00:00,1516.38,61.41,TRADE
SA1,2020/04/01 19:30:00,1497.64,55.96,TRADE
SA1,2020/04/01 20:00:00,1429.22,50.95,TRADE
SA1,2020/04/01 20:30:00,1371.55,55.52,TRADE
SA1,2020/04/01 21:00:00,1366.56,51.06,TRADE
SA1,2020/04/01 21:30:00,1326.92,60.02,TRADE
SA1,2020/04/01 22:00:00,1299.44,52.04,TRADE
SA1,2020/04/01 22:30:00,1262.55,63.43,TRADE
SA1,2020/04/01 23:00:00,1252.29,55.52,TRADE
SA1,2020/04/01 23:30:00,1256.17,61.73,TRADE
SA1,2020/04/02 00:00:00,1461.38,71.51,TRADE
SA1,2020/04/02 00:30:00,1439.14,66.36,TRADE
SA1,2020/04/02 01:00:00,1399.51,63.32,TRADE
SA1,2020/04/02 01:30:00,1304.16,51.98,TRADE
SA1,2020/04/02 02:00:00,1238.09,46.49,TRADE
SA1,2020/04/02 02:30:00,1202.78,50.07,TRADE
SA1,2020/04/02 03:00:00,1175.38,49.60,TRADE
SA1,2020/04/02 03:30:00,1171.57,48.61,TRADE
SA1,2020/04/02 04:00:00,1175.72,48.73,TRADE
SA1,2020/04/02 04:30:00,1187.36,54.85,TRADE
SA1,2020/04/02 05:00:00,1182.76,61.83,TRADE
SA1,2020/04/02 05:30:00,1210.52,62.98,TRADE
SA1,2020/04/02 06:00:00,1286.62,72.81,TRADE
SA1,2020/04/02 06:30:00,1356.71,69.22,TRADE
SA1,2020/04/02 07:00:00,1434.88,64.51,TRADE
SA1,2020/04/02 07:30:00,1460.57,65.39,TRADE
SA1,2020/04/02 08:00:00,1409.55,68.72,TRADE
SA1,2020/04/02 08:30:00,1321.98,68.41,TRADE
SA1,2020/04/02 09:00:00,1217.57,65.20,TRADE
SA1,2020/04/02 09:30:00,1099.77,64.58,TRADE
SA1,2020/04/02 10:00:00,1008.55,52.97,TRADE
SA1,2020/04/02 10:30:00,918.69,55.60,TRADE
SA1,2020/04/02 11:00:00,862.97,57.03,TRADE
SA1,2020/04/02 11:30:00,799.33,57.88,TRADE
SA1,2020/04/02 12:00:00,776.33,55.89,TRADE
SA1,2020/04/02 12:30:00,763.88,52.33,TRADE
SA1,2020/04/02 13:00:00,770.92,56.28,TRADE
SA1,2020/04/02 13:30:00,757.2,54.77,TRADE
SA1,2020/04/02 14:00:00,785.07,51.69,TRADE
SA1,2020/04/02 14:30:00,811.75,55.92,TRADE
SA1,2020/04/02 15:00:00,839.98,48.83,TRADE
SA1,2020/04/02 15:30:00,906.34,48.56,TRADE
SA1,2020/04/02 16:00:00,1000.19,49,TRADE
SA1,2020/04/02 16:30:00,1137.13,52.18,TRADE
SA1,2020/04/02 17:00:00,1237.42,58.15,TRADE
SA1,2020/04/02 17:30:00,1368.1,63.44,TRADE
SA1,2020/04/02 18:00:00,1475.81,63.08,TRADE
SA1,2020/04/02 18:30:00,1514.15,63.10,TRADE
SA1,2020/04/02 19:00:00,1544.48,64.65,TRADE
SA1,2020/04/02 19:30:00,1545.61,60.39,TRADE
SA1,2020/04/02 20:00:00,1519.81,60.40,TRADE
SA1,2020/04/02 20:30:00,1472.73,65.94,TRADE
SA1,2020/04/02 21:00:00,1427.12,58.84,TRADE
SA1,2020/04/02 21:30:00,1392.22,64.60,TRADE
SA1,2020/04/02 22:00:00,1365.21,63.56,TRADE
SA1,2020/04/02 22:30:00,1318.51,66.09,TRADE
SA1,2020/04/02 23:00:00,1286.79,62.45,TRADE
SA1,2020/04/02 23:30:00,1290.6,65.69,TRADE
SA1,2020/04/03 00:00:00,1483.02,70.79,TRADE
SA1,2020/04/03 00:30:00,1438,66.46,TRADE
SA1,2020/04/03 01:00:00,1378.25,67.64,TRADE
SA1,2020/04/03 01:30:00,1311.01,62.79,TRADE
SA1,2020/04/03 02:00:00,1248.35,48.09,TRADE
SA1,2020/04/03 02:30:00,1197.86,44.37,TRADE
SA1,2020/04/03 03:00:00,1168.66,41.06,TRADE
SA1,2020/04/03 03:30:00,1150.43,40.77,TRADE
SA1,2020/04/03 04:00:00,1136.06,41.30,TRADE
SA1,2020/04/03 04:30:00,1100.47,39.61,TRADE
SA1,2020/04/03 05:00:00,1105.89,41.19,TRADE
SA1,2020/04/03 05:30:00,1118.32,55.08,TRADE
SA1,2020/04/03 06:00:00,1164.63,57.52,TRADE
SA1,2020/04/03 06:30:00,1218.99,51.20,TRADE
SA1,2020/04/03 07:00:00,1302.75,58.06,TRADE
SA1,2020/04/03 07:30:00,1323.61,48.92,TRADE
SA1,2020/04/03 08:00:00,1285.33,49.48,TRADE
SA1,2020/04/03 08:30:00,1201.3,48.50,TRADE
SA1,2020/04/03 09:00:00,1095.46,44.73,TRADE
SA1,2020/04/03 09:30:00,992.02,41.91,TRADE
SA1,2020/04/03 10:00:00,910.41,39.27,TRADE
SA1,2020/04/03 10:30:00,811.29,38.84,TRADE
SA1,2020/04/03 11:00:00,753.43,30.06,TRADE
SA1,2020/04/03 11:30:00,763.88,26.30,TRADE
SA1,2020/04/03 12:00:00,726.72,26.17,TRADE
SA1,2020/04/03 12:30:00,709.75,27.29,TRADE
SA1,2020/04/03 13:00:00,747.82,28.29,TRADE
