REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/04/01 00:30:00,979.9,11.37,TRADE
TAS1,2020/04/01 01:00:00,971.11,11.37,TRADE
TAS1,2020/04/01 01:30:00,977.05,11.38,TRADE
TAS1,2020/04/01 02:00:00,971.73,11.38,TRADE
TAS1,2020/04/01 02:30:00,960.46,11.38,TRADE
TAS1,2020/04/01 03:00:00,961.69,36.36,TRADE
TAS1,2020/04/01 03:30:00,965.08,36.30,TRADE
TAS1,2020/04/01 04:00:00,970.51,36.21,TRADE
TAS1,2020/04/01 04:30:00,972.5,11.37,TRADE
TAS1,2020/04/01 05:00:00,980.42,11.91,TRADE
TAS1,2020/04/01 05:30:00,1020.43,16.05,TRADE
TAS1,2020/04/01 06:00:00,1067.31,33.57,TRADE
TAS1,2020/04/01 06:30:00,1114.63,13.48,TRADE
TAS1,2020/04/01 07:00:00,1140.56,11.38,TRADE
TAS1,2020/04/01 07:30:00,1131.25,20.24,TRADE
TAS1,2020/04/01 08:00:00,1126.18,15.67,TRADE
TAS1,2020/04/01 08:30:00,1115.39,12.70,TRADE
TAS1,2020/04/01 09:00:00,1092.54,11.37,TRADE
TAS1,2020/04/01 09:30:00,1081.32,11.37,TRADE
TAS1,2020/04/01 10:00:00,1062.17,11.38,TRADE
TAS1,2020/04/01 10:30:00,1055.36,7.53,TRADE
TAS1,2020/04/01 11:00:00,1061.08,11.38,TRADE
TAS1,2020/04/01 11:30:00,1062.26,11.38,TRADE
TAS1,2020/04/01 12:00:00,1065.7,11.43,TRADE
TAS1,2020/04/01 12:30:00,1047.11,11.38,TRADE
TAS1,2020/04/01 13:00:00,1047.96,11.38,TRADE
TAS1,2020/04/01 13:30:00,1055.31,11.38,TRADE
TAS1,2020/04/01 14:00:00,1023.97,11.51,TRADE
TAS1,2020/04/01 14:30:00,983.02,11.37,TRADE
TAS1,2020/04/01 15:00:00,1015.8,11.37,TRADE
TAS1,2020/04/01 15:30:00,1045.82,19.60,TRADE
TAS1,2020/04/01 16:00:00,1110.8,37.48,TRADE
TAS1,2020/04/01 16:30:00,1166.46,36.08,TRADE
TAS1,2020/04/01 17:00:00,1206.65,42.98,TRADE
TAS1,2020/04/01 17:30:00,1213.3,30.76,TRADE
TAS1,2020/04/01 18:00:00,1230.57,11.38,TRADE
TAS1,2020/04/01 18:30:00,1226.65,11.38,TRADE
TAS1,2020/04/01 19:00:00,1221.5,13.62,TRADE
TAS1,2020/04/01 19:30:00,1142.61,11.38,TRADE
TAS1,2020/04/01 20:00:00,1103.54,14.04,TRADE
TAS1,2020/04/01 20:30:00,1071.34,11.38,TRADE
TAS1,2020/04/01 21:00:00,1047.54,11.38,TRADE
TAS1,2020/04/01 21:30:00,1049.31,11.38,TRADE
TAS1,2020/04/01 22:00:00,1039.75,11.38,TRADE
TAS1,2020/04/01 22:30:00,1026.22,11.38,TRADE
TAS1,2020/04/01 23:00:00,1004.72,11.37,TRADE
TAS1,2020/04/01 23:30:00,998.56,11.37,TRADE
TAS1,2020/04/02 00:00:00,984.24,11.37,TRADE
TAS1,2020/04/02 00:30:00,964.95,11.38,TRADE
TAS1,2020/04/02 01:00:00,962.77,11.38,TRADE
TAS1,2020/04/02 01:30:00,961.71,11.38,TRADE
TAS1,2020/04/02 02:00:00,940.79,26.40,TRADE
TAS1,2020/04/02 02:30:00,945.7,40.57,TRADE
TAS1,2020/04/02 03:00:00,950.47,40.49,TRADE
TAS1,2020/04/02 03:30:00,962.9,39.81,TRADE
TAS1,2020/04/02 04:00:00,973.69,40.10,TRADE
TAS1,2020/04/02 04:30:00,996.06,33.31,TRADE
TAS1,2020/04/02 05:00:00,1015.35,38.16,TRADE
TAS1,2020/04/02 05:30:00,1075.01,44.55,TRADE
TAS1,2020/04/02 06:00:00,1106.54,56.42,TRADE
TAS1,2020/04/02 06:30:00,1159.74,59.04,TRADE
TAS1,2020/04/02 07:00:00,1180.78,35.71,TRADE
TAS1,2020/04/02 07:30:00,1217.93,38.87,TRADE
TAS1,2020/04/02 08:00:00,1242.94,48.24,TRADE
TAS1,2020/04/02 08:30:00,1262.59,51.17,TRADE
TAS1,2020/04/02 09:00:00,1262.94,60.10,TRADE
TAS1,2020/04/02 09:30:00,1255.49,58.65,TRADE
TAS1,2020/04/02 10:00:00,1237.01,39.83,TRADE
TAS1,2020/04/02 10:30:00,1251.68,47.92,TRADE
TAS1,2020/04/02 11:00:00,1244.93,52.25,TRADE
TAS1,2020/04/02 11:30:00,1240.01,50.08,TRADE
TAS1,2020/04/02 12:00:00,1246.76,50.70,TRADE
TAS1,2020/04/02 12:30:00,1258.42,52.25,TRADE
TAS1,2020/04/02 13:00:00,1244.32,56.03,TRADE
TAS1,2020/04/02 13:30:00,1237.38,52.32,TRADE
TAS1,2020/04/02 14:00:00,1231.6,52.31,TRADE
TAS1,2020/04/02 14:30:00,1231.85,57.25,TRADE
TAS1,2020/04/02 15:00:00,1218.43,54.14,TRADE
TAS1,2020/04/02 15:30:00,1229.92,42.25,TRADE
TAS1,2020/04/02 16:00:00,1247.7,49.52,TRADE
TAS1,2020/04/02 16:30:00,1266.51,51.01,TRADE
TAS1,2020/04/02 17:00:00,1284.74,52.22,TRADE
TAS1,2020/04/02 17:30:00,1279.83,37.84,TRADE
TAS1,2020/04/02 18:00:00,1273.87,35.95,TRADE
TAS1,2020/04/02 18:30:00,1239.1,23.72,TRADE
TAS1,2020/04/02 19:00:00,1227.74,31.95,TRADE
TAS1,2020/04/02 19:30:00,1201.7,12,TRADE
TAS1,2020/04/02 20:00:00,1178.56,11.38,TRADE
TAS1,2020/04/02 20:30:00,1131.13,12.35,TRADE
TAS1,2020/04/02 21:00:00,1115.22,41.19,TRADE
TAS1,2020/04/02 21:30:00,1090.52,40.03,TRADE
TAS1,2020/04/02 22:00:00,1060.98,11.37,TRADE
TAS1,2020/04/02 22:30:00,1036.53,3.79,TRADE
TAS1,2020/04/02 23:00:00,1017.57,3.78,TRADE
