REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/10/01 00:30:00,974.26,36.08,TRADE
TAS1,2020/10/01 01:00:00,952.39,35.12,TRADE
TAS1,2020/10/01 01:30:00,959.17,33.19,TRADE
TAS1,2020/10/01 02:00:00,965.4,32.58,TRADE
TAS1,2020/10/01 02:30:00,954.61,31.23,TRADE
TAS1,2020/10/01 03:00:00,941.97,30.20,TRADE
TAS1,2020/10/01 03:30:00,947.43,30.21,TRADE
TAS1,2020/10/01 04:00:00,969.78,30.21,TRADE
TAS1,2020/10/01 04:30:00,974.05,30.54,TRADE
TAS1,2020/10/01 05:00:00,973.21,31.84,TRADE
TAS1,2020/10/01 05:30:00,1008.61,34.45,TRADE
TAS1,2020/10/01 06:00:00,1054.24,36.34,TRADE
TAS1,2020/10/01 06:30:00,1128.92,45.99,TRADE
TAS1,2020/10/01 07:00:00,1157.8,36.28,TRADE
TAS1,2020/10/01 07:30:00,1176.15,36.07,TRADE
TAS1,2020/10/01 08:00:00,1199.35,36.24,TRADE
TAS1,2020/10/01 08:30:00,1198.91,36.64,TRADE
TAS1,2020/10/01 09:00:00,1170.53,32.43,TRADE
TAS1,2020/10/01 09:30:00,1128.34,31.79,TRADE
TAS1,2020/10/01 10:00:00,1077.56,34.73,TRADE
TAS1,2020/10/01 10:30:00,1066.62,54.04,TRADE
TAS1,2020/10/01 11:00:00,1039.31,28.09,TRADE
TAS1,2020/10/01 11:30:00,1015.94,4.69,TRADE
TAS1,2020/10/01 12:00:00,1006.21,9.51,TRADE
TAS1,2020/10/01 12:30:00,997.28,10.55,TRADE
TAS1,2020/10/01 13:00:00,1003.58,40.32,TRADE
TAS1,2020/10/01 13:30:00,998.61,18.77,TRADE
TAS1,2020/10/01 14:00:00,998.93,-11.46,TRADE
TAS1,2020/10/01 14:30:00,1012.82,16.15,TRADE
TAS1,2020/10/01 15:00:00,1019.21,-5.96,TRADE
TAS1,2020/10/01 15:30:00,1040.65,-17.33,TRADE
TAS1,2020/10/01 16:00:00,1063.2,11.48,TRADE
TAS1,2020/10/01 16:30:00,1095.29,30.38,TRADE
TAS1,2020/10/01 17:00:00,1092.74,35.87,TRADE
TAS1,2020/10/01 17:30:00,1113.73,14.53,TRADE
TAS1,2020/10/01 18:00:00,1204.74,35.21,TRADE
TAS1,2020/10/01 18:30:00,1247.2,9.74,TRADE
TAS1,2020/10/01 19:00:00,1288.3,-0.66,TRADE
