REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2020/02/01 00:30:00,1007.01,11.99,TRADE
TAS1,2020/02/01 01:00:00,959.57,37.35,TRADE
TAS1,2020/02/01 01:30:00,925.42,44.12,TRADE
TAS1,2020/02/01 02:00:00,907.81,71.42,TRADE
TAS1,2020/02/01 02:30:00,903.79,31.41,TRADE
TAS1,2020/02/01 03:00:00,892.55,5.85,TRADE
TAS1,2020/02/01 03:30:00,887.92,0.01,TRADE
TAS1,2020/02/01 04:00:00,895.51,40.08,TRADE
TAS1,2020/02/01 04:30:00,926.29,59.62,TRADE
TAS1,2020/02/01 05:00:00,962.6,42.56,TRADE
TAS1,2020/02/01 05:30:00,970.78,3.38,TRADE
TAS1,2020/02/01 06:00:00,992.76,47.67,TRADE
TAS1,2020/02/01 06:30:00,1022.74,89.42,TRADE
TAS1,2020/02/01 07:00:00,1051.06,18.73,TRADE
TAS1,2020/02/01 07:30:00,1084.64,56.33,TRADE
TAS1,2020/02/01 08:00:00,1083.17,77.32,TRADE
TAS1,2020/02/01 08:30:00,1084.53,153.99,TRADE
TAS1,2020/02/01 09:00:00,1076.13,76.65,TRADE
TAS1,2020/02/01 09:30:00,1083.03,35.24,TRADE
TAS1,2020/02/01 10:00:00,1088.02,11.96,TRADE
TAS1,2020/02/01 10:30:00,1087.53,12.01,TRADE
TAS1,2020/02/01 11:00:00,1076.33,34.90,TRADE
TAS1,2020/02/01 11:30:00,1057.11,16.22,TRADE
TAS1,2020/02/01 12:00:00,1071.85,37.87,TRADE
TAS1,2020/02/01 12:30:00,1030.83,12.01,TRADE
TAS1,2020/02/01 13:00:00,1039.76,12.03,TRADE
TAS1,2020/02/01 13:30:00,1031.24,12,TRADE
TAS1,2020/02/01 14:00:00,1030.36,13.40,TRADE
TAS1,2020/02/01 14:30:00,1047.41,13.11,TRADE
TAS1,2020/02/01 15:00:00,1033.39,13.49,TRADE
TAS1,2020/02/01 15:30:00,1030.93,31.49,TRADE
TAS1,2020/02/01 16:00:00,1043.19,26.04,TRADE
TAS1,2020/02/01 16:30:00,1066.18,23.06,TRADE
TAS1,2020/02/01 17:00:00,1060.57,51.12,TRADE
TAS1,2020/02/01 17:30:00,1072.93,224.96,TRADE
TAS1,2020/02/01 18:00:00,1069.5,225.95,TRADE
TAS1,2020/02/01 18:30:00,1079.12,74.33,TRADE
TAS1,2020/02/01 19:00:00,1069.46,200.67,TRADE
TAS1,2020/02/01 19:30:00,1060.54,100.66,TRADE
TAS1,2020/02/01 20:00:00,1061.16,12.02,TRADE
TAS1,2020/02/01 20:30:00,1045.29,15.09,TRADE
TAS1,2020/02/01 21:00:00,1047.98,114.40,TRADE
TAS1,2020/02/01 21:30:00,1022.29,83.15,TRADE
TAS1,2020/02/01 22:00:00,1000.31,35.28,TRADE
TAS1,2020/02/01 22:30:00,966.79,-0.92,TRADE
TAS1,2020/02/01 23:00:00,956.05,-12.34,TRADE
TAS1,2020/02/01 23:30:00,944.27,-37.38,TRADE
TAS1,2020/02/02 00:00:00,932.1,-36.02,TRADE
TAS1,2020/02/02 00:30:00,919.47,31.12,TRADE
TAS1,2020/02/02 01:00:00,900.59,51.87,TRADE
TAS1,2020/02/02 01:30:00,895.86,50.73,TRADE
TAS1,2020/02/02 02:00:00,888.23,46.61,TRADE
TAS1,2020/02/02 02:30:00,890.8,41.47,TRADE
TAS1,2020/02/02 03:00:00,897.06,43.61,TRADE
TAS1,2020/02/02 03:30:00,901.63,42.89,TRADE
TAS1,2020/02/02 04:00:00,905.24,50.11,TRADE
TAS1,2020/02/02 04:30:00,906.28,50.11,TRADE
TAS1,2020/02/02 05:00:00,921.58,50.13,TRADE
TAS1,2020/02/02 05:30:00,923.22,50.11,TRADE
TAS1,2020/02/02 06:00:00,915.43,50.11,TRADE
TAS1,2020/02/02 06:30:00,929.86,44.82,TRADE
TAS1,2020/02/02 07:00:00,946.65,45.71,TRADE
TAS1,2020/02/02 07:30:00,942.22,47.48,TRADE
TAS1,2020/02/02 08:00:00,957.55,50.13,TRADE
TAS1,2020/02/02 08:30:00,987.85,49.49,TRADE
TAS1,2020/02/02 09:00:00,992.28,50.13,TRADE
TAS1,2020/02/02 09:30:00,966.47,45.71,TRADE
TAS1,2020/02/02 10:00:00,958.17,44.84,TRADE
TAS1,2020/02/02 10:30:00,972.97,45.26,TRADE
TAS1,2020/02/02 11:00:00,964.78,44.84,TRADE
TAS1,2020/02/02 11:30:00,943.87,44.82,TRADE
TAS1,2020/02/02 12:00:00,908.1,44.82,TRADE
TAS1,2020/02/02 12:30:00,883.23,44.82,TRADE
TAS1,2020/02/02 13:00:00,891.03,44.82,TRADE
TAS1,2020/02/02 13:30:00,889.44,44.82,TRADE
TAS1,2020/02/02 14:00:00,892.42,44.82,TRADE
TAS1,2020/02/02 14:30:00,886.07,44.82,TRADE
TAS1,2020/02/02 15:00:00,818.47,44.66,TRADE
TAS1,2020/02/02 15:30:00,828.52,44.73,TRADE
TAS1,2020/02/02 16:00:00,829.7,44.79,TRADE
TAS1,2020/02/02 16:30:00,845.46,35.64,TRADE
TAS1,2020/02/02 17:00:00,898.95,43.75,TRADE
TAS1,2020/02/02 17:30:00,890.67,48.36,TRADE
TAS1,2020/02/02 18:00:00,915.68,44.82,TRADE
TAS1,2020/02/02 18:30:00,932.38,36.13,TRADE
TAS1,2020/02/02 19:00:00,942.38,40.31,TRADE
TAS1,2020/02/02 19:30:00,942.51,48.25,TRADE
TAS1,2020/02/02 20:00:00,938.4,48.05,TRADE
TAS1,2020/02/02 20:30:00,933.5,39.45,TRADE
TAS1,2020/02/02 21:00:00,913.41,42.11,TRADE
TAS1,2020/02/02 21:30:00,890.97,21.41,TRADE
TAS1,2020/02/02 22:00:00,866.41,17.24,TRADE
TAS1,2020/02/02 22:30:00,835.01,31.11,TRADE
TAS1,2020/02/02 23:00:00,822.15,20.50,TRADE
TAS1,2020/02/02 23:30:00,799.21,21.34,TRADE
TAS1,2020/02/03 00:00:00,790.24,43.96,TRADE
TAS1,2020/02/03 00:30:00,786.37,40.37,TRADE
TAS1,2020/02/03 01:00:00,780.36,42.19,TRADE
TAS1,2020/02/03 01:30:00,780.91,39.98,TRADE
TAS1,2020/02/03 02:00:00,786.44,40.05,TRADE
TAS1,2020/02/03 02:30:00,783.18,36.35,TRADE
TAS1,2020/02/03 03:00:00,793.31,40.55,TRADE
TAS1,2020/02/03 03:30:00,811.09,43.56,TRADE
TAS1,2020/02/03 04:00:00,816.84,41.95,TRADE
TAS1,2020/02/03 04:30:00,837.45,39.18,TRADE
TAS1,2020/02/03 05:00:00,861.99,32.63,TRADE
TAS1,2020/02/03 05:30:00,915.73,47.04,TRADE
TAS1,2020/02/03 06:00:00,966.97,46.94,TRADE
TAS1,2020/02/03 06:30:00,987.69,46.95,TRADE
TAS1,2020/02/03 07:00:00,1017.47,59.30,TRADE
TAS1,2020/02/03 07:30:00,1015.42,46.98,TRADE
TAS1,2020/02/03 08:00:00,999.72,46.98,TRADE
TAS1,2020/02/03 08:30:00,986.41,46.97,TRADE
TAS1,2020/02/03 09:00:00,952.97,46.95,TRADE
TAS1,2020/02/03 09:30:00,875.91,46.79,TRADE
TAS1,2020/02/03 10:00:00,923.1,46.95,TRADE
TAS1,2020/02/03 10:30:00,911.58,46.95,TRADE
TAS1,2020/02/03 11:00:00,882.73,46.95,TRADE
TAS1,2020/02/03 11:30:00,883.97,46.94,TRADE
TAS1,2020/02/03 12:00:00,882.19,25.73,TRADE
TAS1,2020/02/03 12:30:00,870.23,21.76,TRADE
