,0,1
0,1439.38860901769,1439.3403753186556
1,1378.2054293127776,1387.6124010401115
2,1277.4304839366719,1291.1136252549086
3,1158.26432252841,1161.0549015890228
4,1123.4250277265928,1121.289678508332
5,1082.290035274875,1076.0359864666766
6,1048.0064744287583,1041.6411876396241
7,1031.260059016902,1027.8896371627422
8,1032.0410908500114,1032.2630306509416
9,1031.0685308292589,1034.605392789509
10,1037.6000050456864,1044.2024722574588
11,1045.7312499990787,1052.2564722311467
12,1066.517223039299,1070.1099284932598
13,1093.257823443824,1089.7717381920222
14,1081.4907486240984,1074.3837984090198
15,1064.9674077614336,1057.1756532779173
16,1029.9028004215777,1029.3131604669356
17,971.6909988296804,974.5586437927033
18,922.3985808200316,929.315538695062
19,832.2466375900552,839.7952050217924
20,767.9865658591772,780.5951826963352
21,668.4163848562756,682.3225075932226
22,704.4426727799131,714.5476069798093
23,669.8960184453675,676.6477232267631
24,887.3702310799938,898.8552292854444
25,901.4734480585022,905.691497896082
26,994.4923382551311,995.441525705824
27,907.3157317599446,905.4254245829954
28,925.6048315974389,917.1307541485935
29,1017.3678085517324,1016.3046899671326
30,1089.9704949401755,1092.5973789611214
31,1291.8309040931958,1301.245627408103
32,1340.7719747511492,1352.183318052233
33,1408.31687466727,1416.0026536575117
34,1421.061194276857,1429.8647533229328
35,1488.678402482234,1502.118344300382
36,1476.8673803050692,1490.8242997377736
37,1531.5409596934676,1551.3788666552941
38,1472.495229318053,1485.760725428009
39,1470.541757746244,1473.8621002117798
40,1420.1940836901783,1410.3703274853924
41,1408.1973439201658,1387.2508127486078
42,1378.302655832351,1365.976540276324
43,1320.2024344235488,1303.3135657870612
44,1256.1732799934628,1241.6549687713048
45,1256.23523337814,1246.9292393608926
46,1293.4758583152611,1293.8950844618876
47,1325.9285015832704,1320.380673278399
48,1520.3113696719201,1545.3881867791392
49,1438.4979333011474,1457.22995132311
50,1365.972964419896,1384.3440508579265
51,1246.5511644545377,1236.490233643903
52,1149.972301397209,1143.6832912912528
53,1102.377111979596,1092.61389732387
54,1062.4729807913052,1063.5358893645036
55,1027.5215468373215,1024.0642132382147
56,1022.6979172983898,1020.6500355118753
57,1025.6521195036703,1027.2675950099394
58,973.528849576907,979.67151974264
59,1020.5065971077115,1030.0483138793916
60,991.793313960749,987.9637344093311
61,980.8581055487995,972.376749274495
62,915.2822596200879,908.4648399294645
63,948.6838369109086,954.5830911585025
64,928.43101939863,938.2404200561695
65,887.1705908121006,894.5542835711989
66,905.5833384052164,909.2102996988497
67,912.4468347424258,913.5135329588379
68,827.4762148936013,825.2507044438163
69,735.4536243108475,730.3410799914028
70,700.7842639804753,704.8582781952388
71,623.5593158030676,614.1154827395299
72,623.232314720113,616.3111441577819
73,592.9995526564834,586.51973811464
74,602.1667082820298,608.5675008746508
75,633.3463271024453,653.5338550399907
76,675.5040361036272,700.4298801896548
77,715.8787796284728,731.3845394315127
78,749.0552829629002,753.4454434866157
79,771.4447778186565,761.431870194716
80,884.0697050387505,865.693132603094
81,1018.0193055419132,1000.1040599791241
82,1143.3402204908461,1125.4048037303282
83,1320.0388325572906,1309.828415949238
84,1430.6563216701036,1428.5235027005488
85,1493.6704783532143,1501.1427742036026
86,1471.5949583053466,1480.192744161523
87,1433.6551672477083,1446.2495405219918
88,1367.5644041825417,1375.1124061887651
89,1332.552203252053,1341.3415107663718
90,1311.635568188262,1320.577994765983
91,1293.7656329039112,1296.3513977033174
92,1277.684135835372,1280.1785931460315
93,1288.6576156781878,1283.5049011606322
94,1317.2518801027973,1302.455067303124
95,1298.333113983857,1258.6034891062463
96,1466.8410106717358,1461.2626273941914
97,1391.0713100453702,1393.9252062707976
98,1307.8585091600385,1321.5800164660116
99,1234.2375846703483,1244.2803536149918
100,1173.170199573148,1182.5999297948697
101,1155.4330153537292,1162.1327218657036
102,1154.8967325099325,1156.4256708242856
103,1133.7888755177676,1132.6675415839168
104,1103.1781195145893,1097.4022809489982
105,1111.2847459831878,1111.2118078260758
106,1091.6866338694051,1094.8982958757144
107,1128.5503501145529,1128.2920447516212
108,1155.7744376658095,1153.2000272396929
109,1210.582939378166,1204.105658576595
110,1269.4818094661214,1260.4622341258205
111,1320.8919647987505,1314.8606805781753
112,1314.2146615039478,1317.202747746493
113,1298.7152661243015,1302.272173717781
114,1226.7481554742483,1214.2222283622455
115,1139.5186526217324,1127.0207226846371
116,1024.5399261591083,1009.9396352941908
117,943.3486143278385,925.4826395379629
118,851.8086197022452,837.5237703461663
119,788.4096746175503,774.2502950475027
120,778.4880033275883,767.7347251807639
121,770.0917769486061,764.1639636904874
122,753.0225091061116,746.5876602360225
123,754.6283167970489,749.4288736422172
124,777.5106475147219,768.6313074879607
125,828.1333522000609,815.405371082681
126,882.5558834499022,874.6647312400996
127,987.7780232101289,980.0027325706509
128,1083.2756055145396,1077.7339894275492
129,1211.8985107862388,1206.322677805188
130,1348.64375227542,1339.8420273546094
131,1516.1812534633689,1506.1914059103676
132,1585.2071429755576,1574.2928939060641
133,1653.1498050884454,1643.7447497137587
134,1646.0190966328146,1639.8232322452218
135,1589.7320834763925,1583.5987538493052
136,1521.9113401374932,1518.2330883710665
137,1493.3904847051056,1489.4813736461772
138,1463.2930963940462,1462.4398495813894
139,1407.1555359926008,1405.120520517327
140,1370.0559843812043,1366.4911938734513
141,1363.7237567977036,1359.3517584804345
142,1376.575507845121,1366.142440038233
143,1355.6200699590206,1318.2065054421305
144,1505.679121920876,1503.691177476167
145,1429.352687357386,1435.7802665160098
146,1326.522010571741,1338.2319121230116
147,1235.8729885420405,1242.4543903197484
148,1181.9088709997313,1183.751363416163
149,1144.986489799808,1140.6980514761233
150,1128.6998545559993,1123.5983983415274
151,1105.9043202553087,1104.5741413037424
152,1106.7203674102504,1107.5953822885174
153,1093.154851044973,1102.0739696863484
154,1095.1026144311409,1106.1720312391112
155,1110.895147343463,1121.5537856294677
156,1130.9397437437058,1138.7971781163014
157,1168.9768920863899,1166.0766348109646
158,1206.175886744248,1203.6075641090251
159,1232.9353362710028,1234.8451881389828
160,1232.829502869617,1238.6633227541195
161,1256.6091407542665,1265.7543032847716
162,1243.5241005300647,1253.9605729229788
163,1244.1686410070809,1251.9660305772077
164,1219.3356690205044,1224.373515374065
165,1184.296268704522,1182.4352139517196
166,1192.7569812902964,1187.6248538494813
167,1234.2509366648994,1224.9836783311353
168,1239.3621593897478,1226.3425908110125
169,1175.5138233803505,1161.0576361862456
170,1101.609958237808,1087.3535752684243
171,1092.4036681416453,1085.5762109004304
172,1188.365865940989,1195.7146170261703
173,1233.7495244447764,1246.0985776389778
174,1287.5280942652514,1306.8062441153725
175,1349.9062524839933,1378.9838839373215
176,1412.2501296384846,1441.5284105006658
177,1474.5822785275946,1503.3104377973657
178,1472.0416678404354,1490.9319172570667
179,1531.576468211741,1549.3869766894397
180,1538.1727870637826,1547.8656199822133
