,0,1,2,3,4,5,6,7,8,9
0,7055.51270326843,7088.309224720052,7072.966036332139,7064.498782969541,7078.393382693028,7079.119739031124,7080.251224409576,7077.258073954974,7059.628793167776,7078.362601834742
1,6938.394016867857,6961.8889842644485,6944.859732831525,6931.340498130078,6957.942304964445,6950.195609074058,6960.518018339444,6953.970758963105,6937.299933052778,6953.517567522373
2,6692.574872321022,6697.245581447633,6704.0652926140565,6714.552678684782,6722.275297256177,6716.871715986794,6715.130543499053,6711.675189150664,6694.609082247099,6711.281230517816
3,6476.10759618657,6481.6277925294025,6476.979297505152,6500.424665006864,6506.843221424383,6515.134375780156,6476.7936625494585,6487.567268837467,6506.677191415696,6475.123962957144
4,6202.983437664305,6197.313823810763,6205.666115055155,6213.4056731626,6234.381827074522,6227.449389835422,6208.515645183931,6221.582812431875,6234.421920819241,6202.477873765751
5,6012.245590969724,5994.438612064947,5999.7249746761645,6027.233177891077,6029.304731277137,6017.720081698548,6014.90477215447,6007.138357858074,6007.8370507820455,6001.154470010589
6,5822.429712919249,5811.460134943068,5829.076921227126,5839.017594281898,5806.64524408856,5799.317684560599,5839.143000008652,5815.051560850179,5815.098709118131,5821.1973145235015
7,5738.527017004761,5707.967589571253,5748.65959682196,5756.127052694432,5732.8228913100165,5725.983090210833,5750.2558388900825,5746.165897409711,5745.873480415662,5749.331288850911
8,5745.907455663,5740.734838710363,5770.665915351421,5771.35065603491,5749.829185468485,5743.383628790946,5770.342580377273,5754.502416150686,5759.294540138822,5767.537491366561
9,5778.000158362007,5778.514865053794,5781.141663541824,5811.4307336744605,5766.203813908991,5780.210653046659,5790.550821987242,5782.142757824043,5791.393298581747,5790.53073433371
10,5853.645557607109,5860.237672475269,5856.538636410017,5875.529034186585,5832.611793459203,5851.346795546262,5882.514061200977,5843.991403539408,5854.108671474334,5873.3160215742
11,6057.937951417564,6042.187732620536,6042.384145221516,6034.0681958176965,6002.821540528716,6008.436770295105,6047.827563380776,6027.05424552417,6044.129463577712,6066.032252263357
12,6221.602958711919,6210.604349688006,6207.7523801445195,6233.023267943081,6207.41174166598,6221.732296700184,6211.589771965796,6213.622907598663,6213.754690415002,6220.748414026407
13,6255.422769377387,6236.104733326876,6230.7622637829545,6235.947373478936,6229.617524321426,6238.496901198666,6231.70600772717,6245.4906442951105,6222.272280757486,6221.414641582951
14,6242.922837614114,6228.38295465308,6243.577275782592,6227.190763317349,6233.8968932502985,6247.981279286781,6224.947499736135,6244.8199157991785,6235.697074386416,6221.776908360804
15,6226.630918724804,6205.2769381565,6223.696869884646,6192.385162626844,6219.504866369667,6217.616948919041,6209.82398314423,6227.921971066307,6205.653682207269,6203.473767097832
16,6166.683250148038,6162.178911041671,6200.291151910997,6145.244375812302,6197.734629558304,6165.613448324684,6169.004495908662,6188.5983066724975,6152.8565816681,6153.113722438089
17,6157.924078656888,6127.683096562627,6177.264998932402,6102.763064685319,6174.593865257628,6117.376848205821,6152.849710286901,6137.753594860704,6116.266834792596,6120.972849544652
18,6045.748879569831,6023.774777231929,6059.134334012054,6013.893538605977,6054.721284220375,5987.435118343221,6049.083365123801,6033.589304816118,6010.409286763925,6032.5846015209145
19,6025.349014562604,6013.436493184721,6017.671473279844,5983.363720698201,6009.886522446961,5962.418890282155,6019.843025509177,6021.905255833489,5989.289925065478,6012.132377896953
20,5872.94096118162,5851.024585692363,5872.627566386394,5831.897408310716,5829.462881801519,5826.580037369384,5870.574904564812,5879.196185557477,5842.622350132109,5863.422391370338
21,5806.169433210609,5786.667606112644,5785.322938892622,5772.030015773928,5745.876593174982,5761.0183040545635,5801.890335058621,5789.25561701743,5752.069720432514,5796.2194171561005
22,5740.240591398067,5712.176391151774,5726.239570755881,5704.232798653939,5658.370756689188,5691.508751835977,5745.719842125678,5743.1032661608415,5702.886033452336,5749.755919180853
