,0,1,2,3,4,5,6,7,8,9
0,9586.696787002204,9622.55033432601,9620.439202238742,9610.081958591414,9612.383474949667,9611.789476055746,9608.883670685607,9618.79859339351,9624.617037298965,9604.328599498162
1,9308.747729372724,9352.555730635364,9334.775858094778,9332.65095834657,9351.519956612907,9323.04460584908,9315.839980593248,9349.64337188842,9356.17557962963,9323.684603267366
2,9138.813524693629,9179.098254311866,9165.693498747665,9159.76920847416,9177.160527356204,9144.378123201062,9166.625344216704,9161.299646693002,9180.320312000675,9170.163505351864
3,8958.416419175464,9005.466577781266,8992.841595335176,8990.054907804073,8988.07817233517,8975.74289997239,9003.050824542765,8975.38485915056,8990.59198822263,9000.173781500313
4,8661.795072045568,8688.454379768695,8677.340154469715,8680.907728315591,8670.121152499982,8676.823501442908,8687.404978606917,8676.400127364428,8660.70198458788,8679.891014359067
5,8528.279310533246,8544.275215346668,8536.99016996904,8533.535969352404,8507.654781548988,8512.44861321661,8522.93911162799,8531.419279672884,8519.950319970223,8524.251160976057
6,8453.893238235887,8471.563070962333,8472.167019813802,8470.137233845959,8451.42966427643,8460.258184205435,8472.214444284657,8467.123826212623,8461.792212013042,8465.192007471776
7,8113.294743069094,8128.949601127139,8110.695842634044,8126.033190034481,8106.871816695623,8103.0145860291905,8117.930185252839,8123.9909481687555,8120.211964107732,8115.309450941702
8,7893.989796516158,7894.683429721426,7873.133386807131,7877.494271287075,7884.656780251117,7880.229530534316,7903.380429582375,7889.856360527674,7894.8911094603245,7900.267122292034
9,7649.037932009204,7655.452149971747,7641.652299852728,7624.292515665778,7655.0673325513135,7668.17855502192,7687.861103701455,7656.038526972062,7673.519252122713,7675.655959035664
10,7426.337256348306,7455.5717113634255,7429.839672325031,7404.806593783621,7450.656581467654,7452.093500479776,7467.466647906954,7445.793213096433,7454.98323999026,7459.444281857524
11,7165.828071472608,7193.193589615797,7185.74882567187,7159.558693664398,7211.6905170227155,7194.548010259143,7188.4397730892215,7177.30158599594,7194.640289245615,7197.02413384856
12,6928.6106656118445,6948.203656131098,6959.115710250682,6937.872250880952,6967.133538692203,6966.741118659655,6937.231034404373,6954.159115482124,6952.902717063502,6946.099023855593
13,6654.25503742112,6661.515356534807,6656.697768117287,6654.26351051804,6655.15590566907,6644.403179016141,6619.640069895334,6664.705844902617,6641.979658406425,6631.507536745755
14,6466.435204129559,6464.112364893959,6455.374634697096,6456.1567209291725,6436.335819922295,6446.133387060319,6427.409929660812,6472.985970909819,6443.327209359846,6423.184908032733
15,6425.625608061404,6421.945892403699,6405.997419292056,6421.822041233646,6399.6873518684715,6411.8711186349165,6400.762235393701,6426.901354208077,6396.599173283433,6385.906761762336
16,6269.439330873343,6277.314001078802,6239.858044797517,6277.0455347857605,6247.163922486984,6259.814173650811,6243.674195282335,6285.197188652566,6248.044021015336,6247.394924449411
17,6274.307703759972,6278.138777873532,6258.456266270081,6285.917825544226,6269.386133257653,6282.204271191175,6267.315219853885,6285.457066248583,6262.42997664294,6261.805265985131
18,6295.247858747297,6268.127983671093,6278.933359097746,6315.445764149957,6285.2765220544425,6294.515072655096,6276.4181104151585,6296.229776958873,6274.5002735953285,6278.112857118053
19,6265.093972688016,6237.330406204487,6254.338624886387,6283.652739876012,6265.8466072410265,6260.091931269975,6254.705829372846,6250.861431220361,6256.862645459466,6244.101092474778
20,6443.3938638557665,6438.015317459079,6458.9009072062945,6464.541032159812,6458.3482436220065,6474.689972620031,6480.692079628986,6443.772677592919,6461.09587618346,6460.959598400912
21,6624.533590261444,6626.063243051953,6642.3158805663115,6622.163438454942,6638.786487706544,6651.102806555432,6657.425503800233,6633.16002139741,6645.963287341615,6645.863718680233
22,6978.123771989516,6966.091046318265,6978.345735633286,6948.898561833263,6974.95475334476,7000.2434507812795,7010.367526029127,6980.541430062801,7002.543019598217,6990.178005190819
23,7215.089618286638,7200.444868839645,7194.842631940951,7169.799116426073,7197.14206891342,7204.537967988789,7217.829423546657,7191.269953601598,7225.302792291907,7209.888677543081
24,7527.799260212028,7498.844526899206,7504.584995638896,7492.696028326471,7503.357818573856,7485.583558639883,7502.300143371464,7502.687086170153,7519.925842892193,7506.433251107157
25,7942.61988885895,7898.708386296945,7942.563973679912,7928.474176912623,7927.403111369086,7921.255738220127,7943.8538015460545,7933.971839030771,7939.5939714995475,7941.534214610088
26,8202.633128088373,8169.724280468458,8198.970263829,8167.460376529808,8201.844311990839,8197.043738329898,8211.96767207558,8186.30528874869,8199.962035819988,8186.813480317489
27,8544.604753661528,8509.202209474026,8528.814099379912,8508.38027150006,8517.938267662235,8550.319072575396,8559.045197361156,8519.070798065855,8541.124323649468,8505.307172776787
28,8804.553672901033,8759.78733694318,8786.457335901858,8767.790997888009,8782.801604329741,8824.5568590252,8826.878414886962,8778.056666932282,8805.765705457252,8759.473848760681
29,8975.672597623086,8950.260870130607,8978.23912304012,8989.82533387012,8986.327013888673,8997.348101916621,9012.610876647079,8974.273768168523,8999.257141448876,8950.464394126724
30,9088.53523058369,9086.75260986988,9126.939008409281,9132.00496911642,9128.569427621384,9140.834522111103,9163.061618068694,9123.555563902397,9137.716653936532,9099.68382527545
31,9028.83011345169,9027.836219413044,9073.102779477302,9076.833640009376,9063.167838474646,9035.341809079784,9057.396298254007,9061.040815658915,9062.007274732428,9019.624540442193
32,9124.625872802097,9108.425347489707,9152.21823315331,9132.87143353745,9108.49057892608,9091.740688715416,9111.413633126416,9137.278216674815,9147.369246030199,9101.758537827314
33,9253.319500930045,9227.535260672823,9264.119155067197,9222.242523444404,9210.26884502684,9236.24214802811,9235.497752723286,9259.70917332995,9266.963191497216,9231.233982459324
34,9336.828728056089,9302.822238330244,9331.205485144363,9274.898583542144,9274.20399506552,9314.362013854741,9304.548972317329,9335.978904422967,9338.434499873412,9311.744890599279
35,9330.752886493097,9312.13380455655,9344.607610909548,9263.007864337758,9291.695257058678,9334.948727964364,9321.972160100479,9346.021741916173,9327.578334229776,9330.937303623308
36,9236.17178312543,9234.242786178404,9272.04943281775,9179.140100474555,9220.273957784979,9266.634648022115,9248.802981927998,9266.506145316604,9234.205284715683,9259.644918524791
37,9240.173551755523,9275.067198596693,9287.784128061021,9210.410448431285,9255.828918211973,9297.304507456203,9280.72620514502,9281.947349937678,9261.857899313347,9298.35601240052
38,9331.94523565146,9371.78721120301,9385.04098916389,9332.955128235364,9356.215036610769,9384.866408923162,9385.136727303317,9357.124600529502,9366.938252594817,9397.49041308003
39,9325.604274988145,9374.905036617569,9376.21800564995,9356.766213493562,9354.169889483337,9373.351855967896,9373.58737136424,9347.647595058525,9380.94537521492,9389.400311217518
40,9430.522357330645,9481.034884390132,9489.251633569724,9478.166960702085,9471.839853194471,9487.873734343599,9494.717422160991,9453.67440617289,9501.005461811723,9492.693095913604
41,9696.35808608541,9717.143057703777,9741.756285700969,9719.99954875687,9720.278402857824,9744.44497119673,9756.916020030203,9708.803995496031,9741.111125392967,9722.078042680168
42,10002.211424372877,10010.900134500125,10040.252049551478,10027.02212911617,10028.101966015349,10037.16508914852,10047.818790997067,10011.632275025933,10045.376728003906,10013.409031038784
43,10242.52660328689,10264.333021818482,10292.361382381883,10278.98967831855,10264.415486808146,10278.200534584978,10277.365569824544,10272.388775669884,10279.958745963193,10260.066816269053
44,10486.574131839217,10533.380679514916,10538.72349956649,10523.067956746705,10508.493404918796,10527.756537088842,10508.021141092388,10523.619194244518,10510.680111303847,10506.290646347441
45,10690.840923336084,10752.739415653377,10744.522526052448,10695.96318185351,10695.815604320715,10738.67579891694,10713.235291495686,10730.196485502696,10698.457878829639,10705.955903774826
46,10624.591277817457,10674.984286232973,10664.914888346462,10591.158069848172,10623.501943356418,10649.171277047915,10612.64387354756,10647.620747555775,10617.830478594793,10613.423522278887
47,10297.520158233317,10359.027472274833,10340.14638932233,10276.419138618483,10312.137404010535,10307.631328367148,10285.703167503802,10320.089323751736,10304.640732375032,10285.64316304083
48,9939.141930843856,9998.859740070015,9973.096170106237,9934.06012452451,9941.880047121145,9945.617246742479,9941.415615207396,9947.392717450724,9953.811888643419,9931.702967129206
