,0,1
0,1352.5811198048018,1353.7393822235695
1,1403.9433682355655,1397.7016822841983
2,1393.6167718234894,1386.8967699972354
3,1379.540156977538,1378.089825104448
4,1327.5493507989493,1332.9946975820353
5,1274.8784316109695,1270.097232798427
6,1278.8199800980776,1281.2306334865855
7,1255.4312203637223,1253.521937775749
8,1260.452672328342,1255.8392190894638
9,1440.1854168707305,1441.5648069989384
10,1389.7673796239615,1389.2864173641733
11,1310.3923890617664,1310.3152888405218
12,1255.827579309987,1260.0273052340917
13,1216.6505503315225,1217.8671017813256
14,1211.5355855008947,1212.8751477001733
15,1198.4705499361864,1203.4547234877502
16,1169.3632569298493,1169.9196674609507
17,1161.1023391541905,1161.1834876991031
18,1177.1935093723062,1176.0681713752524
19,1174.8212276006918,1171.7627286659965
20,1193.5108547086097,1193.8690258763652
21,1223.7064563732783,1223.7077814625964
22,1197.0942905909956,1198.6319389535442
23,1153.7518883103594,1157.7416817919589
24,1113.448457170048,1117.637436232079
25,1043.2889233905923,1049.4098839757332
26,999.8317154062585,1005.9304460596203
27,960.8987895382637,963.9690641925487
28,946.1023782183217,947.0302778156893
29,876.7175691832679,876.6348430449301
30,723.7712837909899,722.4057286820803
31,643.8524486026183,644.3268922947624
32,624.3480232435508,623.9523524697962
33,580.1299050531362,574.1455986789091
34,586.555990653999,584.6215433610919
35,576.487580819136,576.4454865181409
36,590.7886274352916,592.1269368804866
37,610.8287390094561,614.040188758352
38,637.9403278858816,643.7283878491482
39,691.119028763862,693.3232146481347
40,766.6253039901136,774.376675931565
41,879.9307731018258,884.4212734328696
42,1017.3036326826879,1019.2134448373098
43,1092.0199462961377,1096.2759837073738
44,1174.018107848795,1172.8950914602583
45,1261.0577667408909,1260.6467414130389
46,1328.8677122929473,1331.9886732701036
47,1389.6644789767386,1384.9095546528263
48,1427.4440632895903,1425.7595282106113
49,1462.0905787575648,1457.720435787881
50,1437.3747060371327,1431.6686798373553
51,1392.21168137523,1393.5950369022985
52,1319.9719435449447,1322.5050404273077
53,1284.8803601704915,1281.0439026337026
54,1295.2295267247193,1289.4151513752422
55,1273.5072675056304,1270.6735329256821
56,1261.817292293518,1259.761814257719
57,1457.2713630618287,1458.0538387054035
58,1405.3644232015176,1406.1585051383786
59,1321.9141571822938,1322.7017859478183
60,1233.0430231923026,1238.5662082736114
61,1207.5563991447657,1210.9246901430893
62,1193.3049617548722,1193.4897385865129
63,1164.9784654401021,1169.5553188928573
64,1152.9993535410024,1153.1090500345995
65,1165.5121273566763,1163.065859868662
66,1175.5090468862604,1173.9771929056662
67,1193.1814630460394,1191.9774373991843
68,1214.56084843957,1218.667616841077
69,1208.7327060739738,1207.640029183573
70,1149.8606606853587,1151.292041694378
71,1120.372893394333,1127.5018910629562
72,1098.546608098904,1100.80704525321
73,1022.3076369270424,1025.4140086651466
74,932.4195990829799,936.2255087029334
75,846.8975725286149,848.7121879867833
76,762.3348173912426,762.9742788802849
77,716.7943623379003,714.6229891856646
78,711.7318645938391,710.0245548922705
79,645.1551744270305,644.6694236892041
80,612.6951621284231,607.8522651349018
81,638.5583132382557,637.5238771289247
82,664.5789550027496,666.7225358998505
83,663.7958549396664,662.4850411727164
84,650.6780740230529,654.8896223230834
85,654.2846294658381,661.049823288961
86,707.7852368055943,708.8800785729328
87,773.214264291637,780.1191149403462
88,808.1409838871257,817.5382084656634
89,893.235519064296,903.0300258283141
90,1004.7602182579769,1013.3164601340619
91,1148.095984118924,1155.7880725827895
92,1273.2543819722557,1273.0182967876942
93,1365.9565407673208,1366.6759564663573
94,1445.9724569188852,1446.6399118142178
95,1488.2595028842663,1484.9461443025739
96,1485.2410735358603,1482.8729309897203
97,1490.611039748092,1486.1463043301183
98,1474.101270087992,1464.1256389365417
99,1421.1855666585516,1414.8725241662778
100,1378.7086805683339,1378.2604999767877
101,1363.778057222492,1356.7924001747172
102,1352.6071304222098,1347.1839352691102
103,1319.921248537881,1317.3669712663561
104,1304.6550839989172,1305.7560777232327
105,1491.0916704478868,1491.6525955250822
106,1442.4657980366765,1444.413790980888
107,1340.9549886641532,1337.693890729062
108,1275.3479092435625,1277.0493345550724
109,1237.163534091319,1239.8150773518087
110,1246.6955079625423,1248.4722780316522
111,1245.245449379994,1249.4964082764645
112,1223.8088669313404,1225.8502186958942
113,1242.5032928828784,1244.4749551499906
114,1248.6124193501762,1247.9037666493473
115,1275.2636723737166,1275.1289484659858
116,1311.91472770537,1315.0243436167486
117,1408.8500780871802,1409.5559234588302
118,1433.1830072437533,1429.891368087382
119,1457.930095703667,1460.0304678161235
120,1409.9636899834168,1416.5172089170715
121,1284.748964943527,1289.5531448106349
122,1190.722759814917,1194.8009973599221
123,1128.2059147533755,1134.8336809585803
124,1041.4094031064478,1048.0261408312115
125,1025.8186838981546,1030.0580226274733
126,1039.8603500282027,1044.6903571291932
127,1000.6635834725416,1003.9301567263916
128,994.529004956628,996.7786531915368
129,956.7229897024296,953.4618615281175
130,975.2985974020716,975.9962401569114
131,1049.1744764274931,1050.847635311459
132,1024.105971172968,1032.3306807583244
133,1098.0595205042805,1102.669839825177
134,1105.9613614366306,1111.8408789357718
135,1143.9438743762307,1147.3316320851407
136,1236.5927279406444,1239.6285568478854
137,1344.8395166145042,1346.9631659621652
138,1492.9796408327861,1484.635164486689
139,1558.875246528165,1555.5325379455005
140,1649.0925969787088,1643.687158773608
141,1812.7145539108615,1807.7639149183776
142,1874.1313794715718,1870.5958379147633
143,1791.3318531108637,1786.9458694325983
144,1698.357454605469,1696.6012002355242
145,1708.0330292147796,1706.2705251330176
146,1684.6113269894065,1676.8071683238181
147,1649.7943063932137,1647.7016880465749
148,1554.7507821774082,1556.4274152436642
149,1507.784724375653,1504.8434987443243
150,1502.661391809336,1502.540132589037
151,1461.4287022214135,1459.5192987268476
152,1418.129964462942,1414.6986911090896
153,1539.649392372789,1534.995995922996
154,1450.7468477653276,1443.813657618335
155,1343.225481660527,1338.0468126866074
156,1283.168177492166,1279.6028607087915
157,1260.1833284677057,1256.5249070015088
158,1248.7843691846874,1242.0828864452685
159,1231.8885678967738,1231.0110773604
160,1226.6105297891909,1229.9018597675667
161,1245.65832128123,1243.5078780679626
