,0,1,2,3,4,5,6,7,8,9
0,4602.053188578331,4572.411177243007,4596.9623208576595,4592.200897732428,4582.202723116811,4589.727057081911,4598.329589764138,4595.557574404065,4597.392974872558,4589.571312257466
1,4371.207245252678,4349.464107172416,4365.1281323404755,4369.359269791928,4357.222533444273,4360.648415929321,4365.672404630284,4355.783356984106,4360.001054443385,4357.129513472901
2,4193.54863226922,4170.78882847368,4185.909874439356,4188.020224082128,4179.034312866404,4178.514971488152,4185.5554476800435,4180.879308043441,4175.712576156839,4177.624958029763
3,4047.418026154134,4019.1023578793292,4035.745239866757,4035.263968030242,4035.6066069308486,4032.9437467348303,4030.667130114167,4032.398222079105,4030.130770767209,4033.4573064439755
4,3857.444564915329,3842.1804218765114,3850.4064977859866,3849.0314312060996,3850.3193061290185,3845.9393285585847,3848.8850284090036,3853.0537785185866,3850.036567454606,3854.381659341385
5,3747.1228310740125,3728.9222364803386,3739.8854397127743,3736.690316765822,3740.9208647861155,3732.9334785975325,3743.6958717956486,3731.9288072485665,3734.6856400047554,3744.2749849779607
6,3670.7032389294804,3664.720150468028,3674.209393069357,3664.5686289479254,3675.69375625092,3663.0665718652467,3677.963787219305,3665.109344859872,3667.0245855497583,3675.153549956325
7,3589.171978169165,3581.6579194660485,3598.723643812909,3583.4738144528455,3594.6182064947097,3589.456974252027,3602.5109722493735,3583.068223806997,3585.192347148203,3597.123986845956
8,3607.478036753838,3601.920037101609,3611.3180848965562,3608.1064653392737,3609.4418982588613,3607.1083030809814,3614.8010622255424,3613.5768623348818,3612.924164841893,3618.5581219971164
9,3668.8419328819173,3672.1646300396023,3676.192561267918,3674.890465995893,3667.188106340121,3675.770811696366,3683.570853131615,3666.774273812765,3678.512428536899,3680.678555470824
10,3686.2684660256587,3698.6046466816324,3702.730993862567,3699.7158210374346,3680.531180021436,3700.216715858036,3703.4287311710573,3689.522508831518,3695.551341429896,3709.2120173742373
11,3820.097023812579,3831.6727765754167,3841.0791107994164,3833.8547728671447,3821.902648450904,3835.753245217995,3831.822535254973,3829.6734206991114,3833.932258133035,3841.3288013464667
12,3948.2614835975473,3963.2731150944705,3964.262260899163,3962.2551648461285,3949.623089766463,3957.176333115905,3951.2747325110167,3957.7183511378917,3948.867275948083,3954.3894280699164
13,4046.3667931383607,4059.822157044484,4057.5327227379685,4076.049458390548,4053.1369538208705,4058.568003741294,4041.0416240218497,4057.4174164056517,4051.9337531742544,4045.927341661555
14,4038.4838756743925,4041.4005239505773,4046.1514678575636,4075.564281951126,4045.22769517347,4050.1108255782788,4035.04844036698,4044.382009222266,4037.2927190256014,4036.681674053045
15,4045.5515876156574,4046.529198322707,4035.0954121279733,4070.0756360659307,4046.3194186799733,4045.9541411970645,4035.6572074938517,4045.1945313301962,4045.026434000058,4037.5460076511213
16,4073.6300638223274,4067.3593519857936,4065.1906124924167,4083.606116312476,4069.7646925870463,4078.3910449152886,4054.1572754985245,4074.237819157446,4075.1175980759926,4066.1925275303583
17,4024.4688579894955,4020.5766283937733,4020.7713357874622,4020.95032988317,4028.6784905010845,4039.7318797844136,4009.9914889870083,4021.920352831544,4024.374829048903,4028.187647664347
18,3880.4386818437465,3880.004809204132,3878.4223003454354,3868.1145327621366,3875.188521061902,3893.141529883838,3874.922375016485,3865.9215935088782,3878.364173543925,3881.928010701649
19,3737.022580934789,3730.2890523283922,3736.527624779947,3721.212570759889,3736.9049845843374,3743.605729011992,3737.6640450327814,3733.428074353575,3734.8756601682053,3738.768332001428
20,3607.0659914910393,3601.2809758131266,3611.8849807998104,3591.329845926479,3604.0288002453585,3610.7998336625315,3608.0886571473643,3609.810551843622,3603.705241298331,3608.4516672514424
21,3806.902156950635,3793.173463368705,3794.505080886104,3784.2454794111068,3794.709625556253,3793.6304195598013,3803.7572360504087,3802.3905632092765,3805.4004179268327,3801.425429672349
22,3918.9938560880023,3907.3876341702726,3914.359568902439,3907.7232607432366,3915.996929343762,3909.2392325998967,3926.2161610520893,3921.665528125017,3923.8803200693283,3911.5694956218813
23,3583.8115517693354,3567.474885897277,3586.869203367811,3570.7615524106004,3589.0770925599613,3573.2743911551706,3582.929570143274,3582.694019285391,3586.6349175112655,3578.310926776392
24,3479.434010595711,3471.8899439494135,3491.721993986094,3469.8539295839732,3476.415316094064,3472.86499606272,3481.6659782180845,3482.7540948259257,3485.139693064605,3477.5857876234527
25,3319.100673704719,3323.6358811988894,3331.213673766664,3317.310304696182,3320.6188904761334,3310.4171280253545,3320.5896893220497,3326.074257076174,3303.4055573072174,3312.30287839334
26,3276.686850171666,3280.440818406616,3275.810181251734,3280.8427759709384,3278.0988508886444,3274.1761539222466,3265.719501488871,3287.2262929823996,3264.960628018906,3280.2466737482937
27,3372.4362623460866,3386.3657454715485,3392.4610248966615,3385.1311653955872,3388.5708807417413,3387.047916567381,3374.1736329639416,3399.2780942462437,3370.6503811637626,3385.427724415799
28,3488.3754490109327,3497.920276463996,3494.00942534804,3492.553859642849,3495.5925331871968,3481.9150463446044,3483.0280820134894,3513.9329897064417,3490.1802655220017,3491.5551257479083
29,3409.9702527236423,3415.5733324999856,3417.781628944961,3420.339561502049,3415.7326902538603,3402.3429556211504,3408.363223585373,3427.5432311784866,3419.886511872296,3419.9018706500065
30,3578.2636640711253,3568.470045134878,3573.325900399052,3570.4662580301647,3572.3921311255067,3566.1576886500325,3573.39780554998,3582.5547303372614,3571.3214503134686,3585.3786208080132
31,3830.1364127818097,3827.148000647012,3835.322549121328,3836.4688241578156,3832.5354602170646,3833.021670176836,3834.7348829182147,3833.259460755587,3838.0098734343933,3846.721121632374
32,4148.798188336996,4150.320786467487,4147.060902057474,4146.223487974046,4167.300635267546,4155.917188627908,4153.606906427508,4155.525386180126,4147.599464530979,4155.38861826696
33,4431.693399843162,4442.7536250261055,4442.0387089543365,4458.7125498284895,4470.931976080071,4446.780820528272,4449.343038392903,4455.091863611256,4438.956307910699,4449.493064190735
34,4706.737622688846,4722.320065534353,4702.145077635216,4714.3099731708235,4716.739554323411,4707.127477103736,4714.302874219781,4712.950754120404,4705.497317621692,4709.6829996403585
35,4952.181353555568,4965.589373664569,4944.765089823299,4966.272697753588,4954.60652854913,4960.131419294818,4970.36127388781,4960.068705944477,4957.987388354064,4956.819548306836
36,5192.139587469849,5184.562490034728,5175.406015743564,5190.614622963282,5161.777723786256,5186.5630089296155,5192.789373271723,5177.996802902147,5189.405870162332,5180.119881854907
37,5186.599453144681,5165.543275279515,5176.403718265648,5157.8752495771405,5171.53558951812,5180.527111026577,5178.188016015864,5162.44670908018,5155.767525316962,5180.796367218441
38,4998.363004972308,4973.344658877303,4975.780802134035,4964.712820331572,4969.070047409007,4988.197073769824,4992.194175069104,4981.054293433819,4964.256643740047,4975.419945533027
39,4788.80335996757,4784.0557673984,4777.030839858779,4773.362219992962,4778.971581997076,4781.10475523127,4786.678221812597,4782.001025084428,4767.267359067748,4769.464674233097
40,4596.5991840080615,4600.255809955864,4590.8514388977965,4602.341770049379,4606.115463029615,4592.143438555376,4610.644325370978,4592.693606470362,4582.230777762924,4582.2792798369965
41,4419.754780278784,4437.469709222696,4422.460611326944,4417.0205375451005,4425.481159448884,4427.327225731477,4436.128300850778,4435.953130195068,4413.622484228157,4419.091800503196
42,4297.532351588605,4298.955418737596,4284.248864739877,4286.242696513078,4297.253818029135,4307.678405169537,4296.956050939298,4294.457780590279,4282.9465898908875,4286.761233176757
43,4286.626046615221,4263.191462875196,4272.411226569755,4265.670054996101,4277.984714790463,4282.639850990375,4270.05823055738,4277.672656670347,4273.995371317285,4271.738830604576
44,4259.089504776851,4249.507149916183,4253.793780046869,4250.240573454583,4258.33096424543,4260.838159525355,4264.706022835204,4259.002482141229,4262.6324726766225,4252.878814987782
45,4196.596830827735,4200.652401024017,4196.689624711758,4189.032831766989,4199.450564731728,4190.4244483523635,4197.893983078673,4197.0640619110645,4214.779130810902,4199.2271829187575
46,4213.37828880107,4207.987941115744,4189.6385647840825,4195.071288933922,4218.5041860247575,4202.770882521587,4212.394615299184,4209.952319539001,4220.184204727862,4202.765184286792
47,4369.3298372275185,4357.158844248929,4348.230765604364,4344.78866555277,4372.654588772262,4363.747906061891,4362.583097097041,4364.142692240806,4367.310402247468,4353.040437290004
48,4310.727192934091,4319.901307298938,4323.308943365001,4309.357354946768,4330.191243008176,4328.044964577861,4324.655001309188,4307.521730429664,4319.1248571769565,4315.347108125052
49,4166.888716060297,4183.516197090529,4181.877853912208,4178.357433244742,4182.503702914245,4177.509407593639,4182.490265745812,4174.456529676647,4178.215762857694,4175.065932882754
50,3995.813259811125,4000.976766481399,3997.77134069642,4010.9903543232567,4000.333283708527,3994.203755022392,4003.2774339720104,4005.199934579449,3993.5635126931893,3997.5757579727806
51,3835.7710401208187,3829.5156673896736,3826.2805731868893,3823.0916620748617,3813.4332747243625,3816.3707920406696,3822.4580603668337,3837.355989788657,3800.468978375803,3825.9455408947315
52,3651.7904186182195,3655.12034753012,3654.0675678833886,3646.480435926438,3636.3737176947066,3649.8588682535838,3656.3042983449177,3665.1408898247414,3647.916751865173,3649.9735427338546
53,3549.6577101717444,3546.194124703539,3545.30296396716,3546.2442761855673,3547.156206800772,3549.575371212362,3548.752062109904,3568.600256903718,3548.477747006338,3539.117740683497
54,3440.57649708109,3440.2889889756675,3443.2821885992566,3430.0622928974485,3456.0494757611796,3449.9743584636713,3453.793573718243,3442.79488079018,3461.215024627345,3445.3733377344233
55,3403.1120755284865,3398.4738108429274,3397.5622629789377,3385.769415435534,3410.654742653388,3408.1662273983166,3411.226957138322,3404.9245103954354,3416.8166771844312,3408.827989269386
56,3340.2959592711222,3336.944258630201,3343.309661147437,3345.2683591133755,3343.5210464344273,3349.078924962724,3345.61218437197,3346.9303467703357,3355.7146829476874,3341.030489473164
57,3397.463264010647,3401.8539221362466,3408.4364053798563,3409.6459290787466,3404.68704962597,3418.360706451118,3401.5131883229283,3401.84644366949,3417.2328022893385,3412.676391193668
58,3375.584087988881,3376.8547773137784,3396.9182818018894,3384.798190817917,3378.071008878045,3378.962957955526,3386.8809151014634,3383.248746543827,3391.0115368348343,3381.619688878792
59,3360.686778886517,3386.3116353189434,3375.9477044244345,3368.7889166689715,3365.6154100782715,3377.6604715493463,3378.2783027957353,3356.0235287772866,3362.707827424961,3368.371394604676
60,3353.893663709491,3380.4816767963734,3373.2117811705757,3362.034472844334,3363.5739726782417,3374.9426302732477,3354.556706851513,3364.3043919065935,3358.6772486826844,3369.295717192226
61,3428.6279286211584,3447.2698707331,3450.9717310542073,3449.5242383996506,3443.923330925865,3454.512951869805,3427.1368805261664,3458.725162536513,3435.3270024001154,3439.3380610935346
62,3512.2036470320672,3507.6044602448983,3508.586885566769,3524.6226937679025,3517.5607834894386,3512.908090883182,3501.263745494315,3521.854761540075,3513.1126438765764,3496.063827273541
63,3554.7134986404967,3561.852398825669,3573.825995701726,3578.0203774725064,3575.363782319013,3567.45373847689,3562.3928498581904,3578.8473017038627,3566.0166393490463,3555.440761004471
64,3633.114542090372,3649.8996144099237,3633.6601035656695,3635.439071543883,3641.346229061507,3640.2886194950897,3631.8048183758633,3660.448447486351,3645.943880354481,3635.0404527179635
65,3707.173210928118,3690.3413642973082,3688.5683828928377,3682.0401955216016,3690.5280746732083,3698.3211657514867,3696.600274501853,3690.6107681610933,3689.134305066131,3678.3318895290936
66,3552.322543514016,3540.7152701571663,3545.3208166316786,3517.170510451236,3512.138947900098,3527.59482072942,3528.2229457144485,3513.117769020076,3514.3186066961293,3521.9493811216894
67,3674.092218562462,3675.7340670495205,3683.7537790964843,3647.3397475989163,3651.4883689774483,3658.9244647956916,3667.2613601867693,3647.8662596523086,3659.8562910105834,3677.1931661684307
68,3898.5545563211667,3883.9519703230985,3891.6899751317965,3874.806070692316,3884.3910641765865,3896.634798601455,3891.307178570954,3873.9282314327997,3875.057709420838,3904.95991699757
69,3812.608423958872,3791.001840215107,3782.7562325478452,3794.7000705933606,3787.2399313428637,3795.536934820099,3794.701327870318,3790.8176308221655,3790.408331459475,3819.5139982831306
70,3875.5933528259147,3855.4968211163564,3855.6769350176282,3872.790176385253,3856.6358029473868,3859.275346974977,3868.9541940244967,3858.796147217315,3871.9113937587003,3883.309118279732
71,3637.8256597747186,3618.225117926595,3619.01898608967,3632.7496723962154,3609.2298490251624,3614.128288311769,3632.720076571273,3616.88588615679,3635.8870127856394,3633.4247327883327
72,3608.3025608621874,3601.461324596706,3596.7246912783357,3618.6703754541772,3595.881533812317,3590.938785120136,3602.5336033263193,3587.5040219766015,3597.1480729149816,3611.5757844705136
73,3708.6853273696793,3707.904427691794,3698.594134819923,3716.14888387677,3706.478467821686,3701.288390923293,3704.3608405513714,3702.5826675352005,3689.250124741089,3703.0970311537444
74,3561.8812998523376,3573.9279502558966,3567.129069940228,3579.797391438631,3577.485619090731,3562.4801990254273,3554.1388226225663,3570.7433322497745,3547.4267670541276,3571.3069241099333
75,3560.95589863297,3568.4426829698664,3558.65092983387,3574.9029343681013,3563.612166918813,3551.513992107411,3546.357854889386,3571.6044933550843,3557.8450689700667,3572.217267949379
76,3556.3288395948543,3565.684185432332,3562.205131308209,3573.868168196326,3549.7457297550545,3543.741974230224,3547.40236937572,3577.269245746498,3559.1230815373465,3557.370070059903
77,3568.1119998397025,3581.9980769194553,3557.7942975703313,3579.604126475182,3561.2846826005148,3564.382905661696,3555.683534876154,3572.188007451194,3568.843033249498,3554.1081037571785
78,3706.5161042554246,3701.102918437778,3687.551676284853,3704.458625917418,3684.4992805706615,3705.1401369537143,3696.6782207485944,3715.074106822559,3702.224472527803,3691.599936588418
79,3814.8605762553643,3811.319370690926,3800.767218982118,3826.312944364474,3812.830856269692,3818.462797519074,3820.3795463526512,3831.35417114058,3829.0855833494215,3824.1556528905876
80,4124.623495664878,4121.671231382068,4110.3293712553295,4120.887441365123,4121.549338699679,4123.930298771483,4144.294182723042,4135.952389881929,4140.313293235312,4131.136159292719
81,4426.968238271081,4439.518922507042,4420.170893175127,4441.748698771732,4429.604975331412,4432.75592257723,4451.558130738778,4444.446272426089,4435.373375508199,4425.146058309901
